Date,Revenue,COGS,Operating_Expenses,Marketing_Expenses,Administrative_Expenses,RD_Expenses,Gross_Profit,Operating_Profit,Net_Profit,Gross_Profit_Margin,Operating_Profit_Margin,Net_Profit_Margin,Customer_Segment,Product_Service,Department_Business_Unit
2020-11,103395.9,49198.81,20511.84,12353.73,2488.36,2804.22,54197.09,16038.93,12256.22,0.52,0.16,0.12,Prime Members,Electronics,Sales
2020-11,163676.92,34075.26,23556.33,11613.1,11323.36,4721.19,129601.65,78387.67,74324.54,0.79,0.48,0.45,Business Customers,Amazon Web Services (AWS),AWS
2020-11,52159.02,33296.91,9247.03,10391.95,8995.23,2855.82,18862.12,-12627.91,-15392.71,0.36,-0.24,-0.3,International Customers,Amazon Prime Video,Sales
2020-11,67410.9,39922.93,9874.38,4025.05,8613.18,8889.04,27487.97,-3913.69,-7779.59,0.41,-0.06,-0.12,Non-Prime Members,Amazon Prime Video,Marketing
2020-12,56900.4,42470.79,27260.24,9111.59,5160.62,2424.58,14429.6,-29527.42,-32073.39,0.25,-0.52,-0.56,International Customers,Amazon Prime Video,Operations
2020-12,56109.32,36259.14,23749.44,3136.8,11681.76,5100.95,19850.18,-23818.78,-25663.83,0.35,-0.42,-0.46,Non-Prime Members,Amazon Prime Video,Sales
2020-12,178319.09,15123.83,27705.71,6905.72,4187.08,6451.29,163195.26,117945.46,114414.75,0.92,0.66,0.64,Prime Members,Electronics,Sales
2020-12,155548.68,23530.7,23967.88,7375.71,4469.15,7226.78,132017.98,88978.45,84074.4,0.85,0.57,0.54,Non-Prime Members,Amazon Prime Video,Sales
2020-12,121126.07,47123.35,19928.88,2517.55,7989.26,4447.62,74002.73,39119.41,36877.01,0.61,0.32,0.3,Business Customers,Amazon Web Services (AWS),AWS
2020-12,64675.12,18984.62,21353.32,5561.85,5721.64,8821.89,45690.5,4231.81,1387.93,0.71,0.07,0.02,Business Customers,Amazon Web Services (AWS),Sales
2020-12,123742.38,24886.68,27228.2,14423.44,5217.02,6114.87,98855.7,45872.17,42176.16,0.8,0.37,0.34,International Customers,Amazon Prime Video,Sales
2020-12,121020.77,27283.08,19470.17,14397.22,10388.09,4955.57,93737.69,44526.64,41360.61,0.77,0.37,0.34,Prime Members,Electronics,Marketing
2020-12,75980.28,27576.2,20809.78,6580.25,10462.63,1605.17,48404.08,8946.25,4572.54,0.64,0.12,0.06,Business Customers,Amazon Web Services (AWS),AWS
2020-12,115077.75,34517.58,8911.92,2560.3,12718.72,5182.21,80560.16,51187.02,47140.05,0.7,0.44,0.41,International Customers,Amazon Prime Video,Operations
2020-12,109775.71,47723.03,16848.03,4328.23,7430.21,8386.62,62052.68,25059.58,23826.39,0.57,0.23,0.22,Prime Members,Electronics,Marketing
2020-12,142377.51,19627.71,22909.93,7098.83,2950.11,6530.87,122749.81,83260.07,78266.39,0.86,0.58,0.55,Prime Members,Electronics,Marketing
2020-12,145264.05,14860.06,11773.57,14321.14,5557.66,8489.46,130403.99,90262.16,86252.55,0.9,0.62,0.59,International Customers,Amazon Prime Video,Sales
2020-12,56795.6,17898.82,10056.35,3835.59,14740.07,5446.11,38896.78,4818.66,363.05,0.68,0.08,0.01,Business Customers,Amazon Web Services (AWS),AWS
2020-12,106191.89,45477,12845.67,11925.71,9751.36,2066.16,60714.9,24126,20521.21,0.57,0.23,0.19,Business Customers,Amazon Web Services (AWS),Sales
2020-12,143878.99,35832.43,11037.52,3412.87,11226.58,1122.76,108046.55,81246.83,76821.68,0.75,0.56,0.53,International Customers,Amazon Prime Video,Sales
2020-12,125470.44,21436.27,10372.82,14756.35,2095.65,3728.98,104034.17,73080.38,71630.84,0.83,0.58,0.57,Business Customers,Amazon Web Services (AWS),AWS
2020-12,178473.48,42637.88,15621.27,6961.01,8736.67,7281.91,135835.6,97234.72,94843.77,0.76,0.54,0.53,International Customers,Amazon Prime Video,Operations
2020-12,148804.04,44454.8,27695.96,12078.05,2487.87,8112.34,104349.24,53975.02,49469.34,0.7,0.36,0.33,Business Customers,Amazon Web Services (AWS),AWS
2020-12,74440.16,43860.57,17676.49,6453.68,9399.99,3661.78,30579.59,-6612.35,-8418.97,0.41,-0.09,-0.11,Business Customers,Amazon Web Services (AWS),Sales
2020-12,60585.31,46757.06,9698.01,10159.7,13970.02,5460.89,13828.25,-25460.36,-26773.33,0.23,-0.42,-0.44,International Customers,Amazon Prime Video,Sales
2020-12,146362.89,20089.64,6924.29,4496.21,14589.45,4790.07,126273.25,95473.23,91320.76,0.86,0.65,0.62,International Customers,Amazon Prime Video,Sales
2020-12,53976.7,40201.68,22403.9,3898.27,9027.18,4694.71,13775.02,-26249.05,-30590.99,0.26,-0.49,-0.57,Business Customers,Amazon Web Services (AWS),Sales
2020-12,137866.34,28421.58,14569.97,14194.83,7956.66,3082.14,109444.76,69641.15,67990.54,0.79,0.51,0.49,International Customers,Amazon Prime Video,Operations
2020-12,191034.54,43679.94,25545.77,13929.41,14285.22,2227.34,147354.59,91366.84,86949.46,0.77,0.48,0.46,Business Customers,Amazon Web Services (AWS),Sales
2020-12,136321.13,39139.63,21487.77,13537.1,10756.93,2770.2,97181.5,48629.51,44882.44,0.71,0.36,0.33,Non-Prime Members,Amazon Prime Video,Marketing
2020-12,108225.49,41057.9,24906.04,10130.63,2843.69,1497.99,67167.59,27789.24,24708.91,0.62,0.26,0.23,Prime Members,Electronics,Sales
2020-12,146493.23,36246.47,11798.65,12507.49,8054.43,2783.18,110246.76,75103.01,70782.01,0.75,0.51,0.48,Prime Members,Electronics,Sales
2020-12,118737.93,17097.15,22308.97,2897.48,5123.19,1082.81,101640.78,70228.34,67551.34,0.86,0.59,0.57,Business Customers,Amazon Web Services (AWS),AWS
2020-12,131842.52,31801.08,11601.55,6352.26,8107.46,6645.33,100041.44,67334.85,65558.88,0.76,0.51,0.5,Prime Members,Electronics,Marketing
2020-12,191219.72,49386.79,28476.71,6078.14,7921.05,3847.38,141832.93,95509.65,93370.24,0.74,0.5,0.49,Business Customers,Amazon Web Services (AWS),AWS
2021-01,107915.4,47495.52,20909.36,10263.39,9567.88,9758.3,60419.87,9920.94,6900.29,0.56,0.09,0.06,International Customers,Amazon Prime Video,Sales
2021-01,194178.58,11726.95,13112.8,6627.45,6638.02,2743.45,182451.64,153329.92,150204.6,0.94,0.79,0.77,Non-Prime Members,Amazon Prime Video,Sales
2021-01,185802.6,16592.59,11737.8,3930.59,4135.52,4112.46,169210,145293.65,141071.32,0.91,0.78,0.76,Prime Members,Electronics,Marketing
2021-01,79368.67,15269.15,9773.16,9754.07,8548.35,4220.57,64099.52,31803.36,27637.95,0.81,0.4,0.35,Prime Members,Electronics,Marketing
2021-01,60404.2,39039.2,22366.02,12586.99,12792.64,1076.06,21365,-27456.72,-30782.18,0.35,-0.45,-0.51,International Customers,Amazon Prime Video,Sales
2021-01,65116.7,42711.41,10467.89,6967.61,10632.16,8552.87,22405.29,-14215.24,-18338.38,0.34,-0.22,-0.28,Non-Prime Members,Amazon Prime Video,Sales
2021-01,52733.27,18540.45,19882.58,3719.49,6398.78,1287.95,34192.82,2904.01,1136.92,0.65,0.06,0.02,Non-Prime Members,Amazon Prime Video,Marketing
2021-01,64166.44,30234.11,11615.88,4556.95,14161.8,9461.62,33932.34,-5863.9,-7064.16,0.53,-0.09,-0.11,Non-Prime Members,Amazon Prime Video,Marketing
2021-01,152451.02,43628.12,21549.22,5087.28,13858.7,9028.67,108822.89,59299.02,54804.49,0.71,0.39,0.36,International Customers,Amazon Prime Video,Operations
2021-01,60678.3,39312.06,25373.49,5898.67,4721.53,5819.7,21366.24,-20447.15,-21749.37,0.35,-0.34,-0.36,Prime Members,Electronics,Marketing
2021-01,97846.34,31689.49,24450.63,10356.34,2512.43,5892.36,66156.86,22945.1,20958.35,0.68,0.23,0.21,Prime Members,Electronics,Sales
2021-01,176731.3,33613.91,24021.28,9812.29,11637.01,6884,143117.39,90762.8,86981.52,0.81,0.51,0.49,Non-Prime Members,Amazon Prime Video,Marketing
2021-01,53490.79,30334.42,9693.06,11049.04,12758.93,4483.45,23156.37,-14828.11,-17465.91,0.43,-0.28,-0.33,International Customers,Amazon Prime Video,Sales
2021-01,172170.27,21901.94,7209.62,6712.53,14582.24,6825,150268.33,114938.95,110433.69,0.87,0.67,0.64,International Customers,Amazon Prime Video,Operations
2021-01,92278.22,32600.88,22473.72,12711.97,13567.87,1402.92,59677.34,9520.86,7328.94,0.65,0.1,0.08,International Customers,Amazon Prime Video,Sales
2021-01,67724.72,37555.41,14208.68,4653.14,9806.95,1486.43,30169.31,14.11,-1033.37,0.45,0,-0.02,Non-Prime Members,Amazon Prime Video,Sales
2021-01,154510.57,44932.92,15808.66,8097.53,8890.68,5115.07,109577.66,71665.72,69463.1,0.71,0.46,0.45,International Customers,Amazon Prime Video,Operations
2021-01,144341.43,35451.65,5778.73,12412.2,2361.93,5946.6,108889.77,82390.31,79078.01,0.75,0.57,0.55,Non-Prime Members,Amazon Prime Video,Sales
2021-01,181620.8,40444.86,11489.41,4342.06,5206.53,8990.36,141175.94,111147.57,108643.82,0.78,0.61,0.6,Non-Prime Members,Amazon Prime Video,Sales
2021-01,160260.66,16402.87,5841.91,3428.22,7974.99,1941.95,143857.79,124670.72,121531.23,0.9,0.78,0.76,Non-Prime Members,Amazon Prime Video,Sales
2021-01,170522.14,28462.3,26979.64,13487.89,10170.55,8403.83,142059.84,83017.92,78511.53,0.83,0.49,0.46,Business Customers,Amazon Web Services (AWS),Sales
2021-01,92305.19,10373.26,11084.92,6458.09,9244.27,2890.43,81931.92,52254.22,47604.28,0.89,0.57,0.52,Non-Prime Members,Amazon Prime Video,Marketing
2021-01,76615.93,19867.15,18933.43,10890.31,11654.27,4546.75,56748.78,10724.02,8660.12,0.74,0.14,0.11,International Customers,Amazon Prime Video,Operations
2021-01,162592.21,39058.47,5974.48,2329.53,5636.97,3849.42,123533.74,105743.34,102894.78,0.76,0.65,0.63,Business Customers,Amazon Web Services (AWS),AWS
2021-01,171025.21,49672.4,21671.18,10970.61,9344.38,4601.4,121352.81,74765.24,71568.66,0.71,0.44,0.42,Prime Members,Electronics,Sales
2021-01,198575.77,13967.12,13075.68,6109.32,3145.85,2354.46,184608.65,159923.34,155126.89,0.93,0.81,0.78,Prime Members,Electronics,Sales
2021-01,111892.65,26059.77,27447.98,2724.63,7377.65,5532.13,85832.88,42750.49,37756.02,0.77,0.38,0.34,International Customers,Amazon Prime Video,Sales
2021-01,105802.71,42002.84,27202.95,9927.57,11752.09,8214.78,63799.87,6702.48,4760.85,0.6,0.06,0.04,International Customers,Amazon Prime Video,Operations
2021-01,166461.94,18161.43,13132.27,5130.45,11014.21,4973.81,148300.52,114049.79,110141.87,0.89,0.69,0.66,International Customers,Amazon Prime Video,Sales
2021-01,101120.53,32203.4,27524.02,7028.49,14878.36,5415.52,68917.13,14070.74,11558.61,0.68,0.14,0.11,International Customers,Amazon Prime Video,Sales
2021-01,189613.6,39322.85,29903.94,3047.55,5612.58,8638.91,150290.75,103087.76,102055.33,0.79,0.54,0.54,Business Customers,Amazon Web Services (AWS),AWS
2021-02,178761.91,34639.42,25635.39,3913.12,8476.46,7354.52,144122.49,98743,97705.99,0.81,0.55,0.55,International Customers,Amazon Prime Video,Operations
2021-02,114349.1,17520.99,26121.78,5873.7,6283.9,5414.09,96828.11,53134.64,50292.38,0.85,0.46,0.44,Non-Prime Members,Amazon Prime Video,Sales
2021-02,162630.66,24215.38,11225.22,3166.87,7727.84,3319.26,138415.28,112976.08,110022.74,0.85,0.69,0.68,Prime Members,Electronics,Marketing
2021-02,163181.43,41351.67,19417.56,13840.74,13140.35,8964.34,121829.76,66466.77,65376.49,0.75,0.41,0.4,International Customers,Amazon Prime Video,Operations
2021-02,65468.58,32169.06,6681.4,2078.61,10894.72,6193.18,33299.52,7451.61,3703.9,0.51,0.11,0.06,Non-Prime Members,Amazon Prime Video,Sales
2021-02,185382.94,10209.18,7372.95,8290.18,13471.74,2990.33,175173.75,143048.56,140872.54,0.94,0.77,0.76,International Customers,Amazon Prime Video,Sales
2021-02,125787.86,40439.63,29972.32,3602.22,4645.64,3422.08,85348.23,43705.97,40466.4,0.68,0.35,0.32,Non-Prime Members,Amazon Prime Video,Sales
2021-02,173968.62,11412.45,13165.98,5999.83,13353.69,8228.2,162556.17,121808.46,119604.79,0.93,0.7,0.69,Business Customers,Amazon Web Services (AWS),AWS
2021-02,98007.44,39829.35,23704.6,14038.77,2776.91,1397.31,58178.09,16260.5,14591.96,0.59,0.17,0.15,Prime Members,Electronics,Marketing
2021-02,184328.48,18099.22,25166.63,4102.03,13551.79,9928.83,166229.26,113479.99,110851.29,0.9,0.62,0.6,Prime Members,Electronics,Marketing
2021-02,108380.25,48322.94,26450.58,14555.82,6277.96,2173.17,60057.31,10599.79,8670.69,0.55,0.1,0.08,Business Customers,Amazon Web Services (AWS),Sales
2021-02,51625.65,24717.63,29940.71,4675.33,6089.64,8164.62,26908.02,-21962.27,-25101.48,0.52,-0.43,-0.49,Non-Prime Members,Amazon Prime Video,Marketing
2021-02,185807.3,23077.26,11037.41,11640.36,8657.15,4552.98,162730.03,126842.13,125046.82,0.88,0.68,0.67,International Customers,Amazon Prime Video,Operations
2021-02,63693,15955.52,6008.77,9106.8,14228.97,5429.95,47737.48,12962.99,9929.36,0.75,0.2,0.16,Non-Prime Members,Amazon Prime Video,Marketing
2021-02,97897.05,22224.17,15279.79,13498.22,2621.16,8925.86,75672.88,35347.85,33718.34,0.77,0.36,0.34,Prime Members,Electronics,Marketing
2021-02,192509.3,45066.03,8252.02,9201.91,6579,4716.2,147443.26,118694.13,115010.23,0.77,0.62,0.6,Business Customers,Amazon Web Services (AWS),Sales
2021-02,192591.07,49853.37,5560.65,8949.27,13135.44,5837.44,142737.7,109254.9,105239.15,0.74,0.57,0.55,Business Customers,Amazon Web Services (AWS),Sales
2021-02,136015.68,24732.38,14010.67,4540.95,7148.71,1443.7,111283.3,84139.27,82697.7,0.82,0.62,0.61,Non-Prime Members,Amazon Prime Video,Marketing
2021-02,144775.58,27944.43,24593.46,4160.98,4589.04,1021.13,116831.16,82466.55,79595.34,0.81,0.57,0.55,Non-Prime Members,Amazon Prime Video,Sales
2021-02,117266.83,38882.84,19154.52,13914.36,7522.32,3203.2,78383.99,34589.59,33306.1,0.67,0.29,0.28,Business Customers,Amazon Web Services (AWS),AWS
2021-02,93981.62,45447.83,12819.45,6261.9,7012.18,7125.25,48533.78,15315.01,11922.28,0.52,0.16,0.13,Prime Members,Electronics,Sales
2021-02,99299.68,33721.77,21358.55,6837.07,13900.41,2091.38,65577.91,21390.49,19332.88,0.66,0.22,0.19,International Customers,Amazon Prime Video,Operations
2021-02,150877.77,25661.03,10800.45,11877.71,11905.15,2023.86,125216.74,88609.57,85499.08,0.83,0.59,0.57,International Customers,Amazon Prime Video,Sales
2021-02,162856.18,26504.87,5359.54,6404.71,8566.5,4698.65,136351.31,111321.92,108252.07,0.84,0.68,0.66,Non-Prime Members,Amazon Prime Video,Marketing
2021-02,168736.86,37824.73,24108.83,14376.81,14848.82,6830.53,130912.13,70747.13,66049.72,0.78,0.42,0.39,Business Customers,Amazon Web Services (AWS),Sales
2021-02,168442.72,10128.73,20593.58,11593.06,8048.61,7408.65,158313.99,110670.1,107473.76,0.94,0.66,0.64,Business Customers,Amazon Web Services (AWS),AWS
2021-02,63680.92,34783.57,24057.57,9766.58,2757.09,2606.06,28897.34,-10289.95,-13621.95,0.45,-0.16,-0.21,Business Customers,Amazon Web Services (AWS),Sales
2021-02,124163.05,24219.72,5973.45,13451.64,5409.57,1716.29,99943.33,73392.38,70785.77,0.8,0.59,0.57,Prime Members,Electronics,Sales
2021-02,58633.81,41767.89,25927.99,2644.88,7668.92,9463.57,16865.92,-28839.44,-33635.75,0.29,-0.49,-0.57,Non-Prime Members,Amazon Prime Video,Marketing
2021-03,132429.33,13719.63,20488.16,5341.81,4039.73,3346,118709.71,85494.01,81385.26,0.9,0.65,0.61,Non-Prime Members,Amazon Prime Video,Marketing
2021-03,116229.58,33528.09,19084.88,8045.47,14318.35,8680.12,82701.48,32572.66,30431.04,0.71,0.28,0.26,Non-Prime Members,Amazon Prime Video,Sales
2021-03,183155.63,29238.92,20615.35,4950.72,11969.04,8771.42,153916.71,107610.18,103233.34,0.84,0.59,0.56,Prime Members,Electronics,Sales
2021-03,102637.25,35693.02,26610.83,11670.77,5487.73,7952.7,66944.23,15222.2,12492.61,0.65,0.15,0.12,Non-Prime Members,Amazon Prime Video,Sales
2021-03,67560.05,12594.14,19673.41,13949.7,9680.46,2519.5,54965.91,9142.83,4828.16,0.81,0.14,0.07,International Customers,Amazon Prime Video,Sales
2021-03,71448.75,33199.35,19523.76,7509.01,11378.84,8396.21,38249.4,-8558.42,-12849.97,0.54,-0.12,-0.18,Non-Prime Members,Amazon Prime Video,Sales
2021-03,164226.59,32459.38,29766.98,6447.72,14236.63,7923.26,131767.21,73392.63,71637.15,0.8,0.45,0.44,Non-Prime Members,Amazon Prime Video,Sales
2021-03,142732.71,32426.4,23918.25,14500.16,13461.26,6370.51,110306.31,52056.13,48251.56,0.77,0.36,0.34,Non-Prime Members,Amazon Prime Video,Marketing
2021-03,65168.4,34139.51,16057.35,7783.08,8697.5,4034.82,31028.89,-5543.85,-7706.42,0.48,-0.09,-0.12,Prime Members,Electronics,Marketing
2021-03,62616.02,37058.72,22684.93,8357.63,12070.48,3362.58,25557.3,-20918.31,-23108.28,0.41,-0.33,-0.37,International Customers,Amazon Prime Video,Operations
2021-03,155145.37,42199.56,14730.76,6571.45,9307.88,2097,112945.81,80238.71,78053.32,0.73,0.52,0.5,International Customers,Amazon Prime Video,Operations
2021-03,60914.45,20792.83,10721.89,13824.13,9185.15,5587.81,40121.62,802.64,-3099.63,0.66,0.01,-0.05,Business Customers,Amazon Web Services (AWS),AWS
2021-03,173279.01,43001.98,19921.3,9396.42,3491.65,6267.35,130277.03,91200.32,89281.02,0.75,0.53,0.52,Business Customers,Amazon Web Services (AWS),Sales
2021-03,155936.33,29930.23,28204.55,11908.27,3639.79,4234.05,126006.11,78019.44,77015.82,0.81,0.5,0.49,International Customers,Amazon Prime Video,Operations
2021-03,62202.32,13082.33,28228.49,12553.49,8883.94,5278.23,49119.99,-5824.16,-9685.11,0.79,-0.09,-0.16,Non-Prime Members,Amazon Prime Video,Sales
2021-03,62725.66,12342.04,13547.63,6444.04,5495.2,4271.63,50383.62,20625.12,18940.38,0.8,0.33,0.3,Non-Prime Members,Amazon Prime Video,Marketing
2021-03,197995.94,23369.53,18191.94,7638.03,2273.48,6769.05,174626.4,139753.91,138335.98,0.88,0.71,0.7,Non-Prime Members,Amazon Prime Video,Sales
2021-03,106140.62,41395.88,10290.9,13030.13,11396.91,9111.33,64744.74,20915.47,18965.4,0.61,0.2,0.18,Prime Members,Electronics,Sales
2021-03,105596.32,38307.24,29890.78,6722.32,2422.33,2475.28,67289.08,25778.38,23258.78,0.64,0.24,0.22,Non-Prime Members,Amazon Prime Video,Sales
2021-03,171919.94,41544.6,29527.95,12321.16,9738.6,4432.68,130375.34,74354.95,71451.33,0.76,0.43,0.42,Prime Members,Electronics,Marketing
2021-03,192087.29,30690.76,21237.72,14232.9,9009.52,2267.82,161396.52,114648.56,113470.28,0.84,0.6,0.59,International Customers,Amazon Prime Video,Sales
2021-03,197900.16,27607.96,25110.35,10101.73,14594.59,6624.49,170292.2,113861.03,108978.74,0.86,0.58,0.55,Non-Prime Members,Amazon Prime Video,Marketing
2021-03,163006.73,15898.1,22877.5,11641.15,8294.77,7559.83,147108.63,96735.36,92871.11,0.9,0.59,0.57,Non-Prime Members,Amazon Prime Video,Marketing
2021-03,106438.94,23127.71,19828.96,12466.27,2826.82,9387.21,83311.23,38801.97,36509.2,0.78,0.36,0.34,Business Customers,Amazon Web Services (AWS),Sales
2021-03,62525.11,27360.77,6333.7,12985.52,9171.94,3509.85,35164.33,3163.33,888.54,0.56,0.05,0.01,International Customers,Amazon Prime Video,Sales
2021-03,166572.04,13544.02,16369.11,7135.69,12934.25,9551.9,153028.02,107037.07,104242.9,0.92,0.64,0.63,Non-Prime Members,Amazon Prime Video,Sales
2021-03,133760.64,18824.48,21869.66,2666.42,14959.04,1569.36,114936.16,73871.67,70366.69,0.86,0.55,0.53,Prime Members,Electronics,Sales
2021-03,113633.3,33929.01,21938.29,7224.39,7594.46,6427.12,79704.29,36520.02,34934.53,0.7,0.32,0.31,International Customers,Amazon Prime Video,Operations
2021-03,185953.16,39426.52,14328.07,10758.83,6163.88,1514.19,146526.63,113761.66,112005.94,0.79,0.61,0.6,Business Customers,Amazon Web Services (AWS),Sales
2021-03,66679.62,49933.9,28542.3,7854.56,13786.49,9043.97,16745.72,-42481.59,-46919.33,0.25,-0.64,-0.7,International Customers,Amazon Prime Video,Sales
2021-03,123893.77,47324.53,9183.93,11736.52,4486.15,5768.28,76569.23,45394.36,43369.34,0.62,0.37,0.35,Prime Members,Electronics,Marketing
2021-04,51703.05,35702.61,17508.99,6640.77,10000.58,7024.14,16000.44,-25174.03,-27694.81,0.31,-0.49,-0.54,Business Customers,Amazon Web Services (AWS),AWS
2021-04,120299.1,26849.92,22272.1,10251.67,7274.29,8484.17,93449.17,45166.95,40681.86,0.78,0.38,0.34,Prime Members,Electronics,Sales
2021-04,58445.49,35447.09,22428.4,4423.46,2534.07,2352.8,22998.4,-8740.32,-12392.91,0.39,-0.15,-0.21,International Customers,Amazon Prime Video,Operations
2021-04,67822.69,41426.06,21215.97,11741.8,6514.75,1347.32,26396.62,-14423.23,-16790.08,0.39,-0.21,-0.25,Business Customers,Amazon Web Services (AWS),Sales
2021-04,67628.94,14733.45,11882.21,9094.05,5447.97,8909.93,52895.49,17561.34,13826.54,0.78,0.26,0.2,Prime Members,Electronics,Sales
2021-04,147381.55,26396.2,8905.16,4652.84,10919.19,3834.4,120985.35,92673.76,91595.03,0.82,0.63,0.62,International Customers,Amazon Prime Video,Operations
2021-04,161906.73,43592.09,20898.51,5794.85,14334.28,2160.81,118314.64,75126.2,71183.63,0.73,0.46,0.44,Prime Members,Electronics,Sales
2021-04,137505.31,25353.32,19982.55,11731.91,5484.61,5216.15,112152,69736.77,66788.7,0.82,0.51,0.49,Non-Prime Members,Amazon Prime Video,Sales
2021-04,194325.88,32874.89,9483.9,8273.82,12549.06,6384.75,161450.99,124759.46,120506.73,0.83,0.64,0.62,International Customers,Amazon Prime Video,Operations
2021-04,106230.59,33510.77,22628.48,4808.41,2719.68,1278.74,72719.81,41284.51,36465.96,0.68,0.39,0.34,Business Customers,Amazon Web Services (AWS),AWS
2021-04,92856.81,17379.05,16379.3,14574.53,8995.57,3474.06,75477.76,32054.3,27351.15,0.81,0.35,0.29,Business Customers,Amazon Web Services (AWS),Sales
2021-04,180289.87,24489.42,21694.01,11296.63,2917.15,1295.2,155800.45,118597.46,113960.4,0.86,0.66,0.63,Non-Prime Members,Amazon Prime Video,Sales
2021-04,83539.38,23380.45,25934.18,14442.75,14142.43,4783.02,60158.92,856.55,-2192.13,0.72,0.01,-0.03,Prime Members,Electronics,Marketing
2021-04,194483.38,11047.87,9243.21,7552.37,11962.57,9055.9,183435.51,145621.47,143180.9,0.94,0.75,0.74,Prime Members,Electronics,Marketing
2021-04,51823.17,10967.67,5478.62,8176.3,10553.35,9843.87,40855.5,6803.35,3943.21,0.79,0.13,0.08,Business Customers,Amazon Web Services (AWS),AWS
2021-04,195481.82,43267.88,24477.56,13673.42,12710.65,6733.43,152213.94,94618.88,90859.29,0.78,0.48,0.46,Prime Members,Electronics,Marketing
2021-04,56473.99,20922.83,20242.44,8825.64,10417.76,2454.74,35551.15,-6389.42,-10925.41,0.63,-0.11,-0.19,International Customers,Amazon Prime Video,Operations
2021-04,183671.47,30723.15,22490.99,11194.63,14596.28,9152.64,152948.32,95513.78,93685.83,0.83,0.52,0.51,International Customers,Amazon Prime Video,Sales
2021-04,129155.17,21949.02,25953.87,5278.25,11281.45,5646.23,107206.14,59046.34,54373.57,0.83,0.46,0.42,Business Customers,Amazon Web Services (AWS),Sales
2021-04,198944.72,47627.17,25070.27,7807.44,14020.56,2383.74,151317.55,102035.53,97774.81,0.76,0.51,0.49,International Customers,Amazon Prime Video,Sales
2021-04,61069.48,20371.87,29023,3604.85,8722.71,9295.54,40697.61,-9948.49,-14863.92,0.67,-0.16,-0.24,Business Customers,Amazon Web Services (AWS),Sales
2021-04,133078.14,27186.27,18398.38,4677.74,3521.84,7817.22,105891.87,71476.69,66955.69,0.8,0.54,0.5,Prime Members,Electronics,Sales
2021-04,195395.38,44909.21,17212.39,2012.26,8866.31,7585.35,150486.17,114809.86,112690.11,0.77,0.59,0.58,Prime Members,Electronics,Sales
2021-04,128464.68,43677.34,15047.18,2510.45,3649.35,7382.63,84787.33,56197.74,54773.91,0.66,0.44,0.43,Prime Members,Electronics,Sales
2021-04,144409.8,17444.06,8842.28,14704.69,9702.42,2803.06,126965.74,90913.3,89464.34,0.88,0.63,0.62,Non-Prime Members,Amazon Prime Video,Sales
2021-04,154362.3,42105.73,19315.18,5150.6,8272.41,2899.06,112256.57,76619.32,74454.43,0.73,0.5,0.48,Business Customers,Amazon Web Services (AWS),Sales
2021-04,118181.16,28327.48,11925.31,10623.04,10093.48,7194.64,89853.68,50017.21,46560.48,0.76,0.42,0.39,International Customers,Amazon Prime Video,Sales
2021-04,144133.71,29318.75,28032.69,12908.3,2130.61,2977.5,114814.96,68765.86,64548.58,0.8,0.48,0.45,Prime Members,Electronics,Marketing
2021-04,137647.15,15339.2,19579.77,9158.59,4532.93,4948.05,122307.95,84088.62,79491.62,0.89,0.61,0.58,Non-Prime Members,Amazon Prime Video,Sales
2021-04,185173.7,13224.06,19821,3990.88,8387.3,8038.02,171949.64,131712.45,128217.43,0.93,0.71,0.69,International Customers,Amazon Prime Video,Operations
2021-05,56816.96,39117.57,13873.12,11465.51,14356.55,8055.57,17699.38,-30051.36,-31073.89,0.31,-0.53,-0.55,International Customers,Amazon Prime Video,Sales
2021-05,92144.48,29858.45,6299.73,9803.27,6986.92,5079.36,62286.03,34116.76,32371.49,0.68,0.37,0.35,International Customers,Amazon Prime Video,Operations
2021-05,192561.72,27474.03,5793.59,11506.26,7516.84,8129.71,165087.69,132141.3,130742.39,0.86,0.69,0.68,Prime Members,Electronics,Marketing
2021-05,183539.57,39180.33,15583.38,12006.71,11291.05,8547.6,144359.24,96930.51,94477.21,0.79,0.53,0.51,International Customers,Amazon Prime Video,Sales
2021-05,118348.51,40620.52,7114.13,14680.33,9849.31,6892.98,77728,39191.24,36185.84,0.66,0.33,0.31,Business Customers,Amazon Web Services (AWS),AWS
2021-05,143019.89,16356.33,20171.17,9456.32,5886.04,3055.83,126663.56,88094.19,86920.61,0.89,0.62,0.61,Non-Prime Members,Amazon Prime Video,Sales
2021-05,91607.18,34409.01,27024.33,6441.33,7340.61,3466.11,57198.17,12925.79,10531.88,0.62,0.14,0.11,International Customers,Amazon Prime Video,Operations
2021-05,78218.17,15414.16,27072.87,10430.04,4830.1,3833.57,62804.01,16637.43,14920.71,0.8,0.21,0.19,International Customers,Amazon Prime Video,Operations
2021-05,119554.76,40055,21476.14,2889.73,14558.28,2051.24,79499.76,38524.38,34936.1,0.66,0.32,0.29,Business Customers,Amazon Web Services (AWS),Sales
2021-05,103002.83,36278.21,10280.8,13666.17,3698.25,3458.44,66724.63,35620.98,32763.89,0.65,0.35,0.32,International Customers,Amazon Prime Video,Operations
2021-05,137548.42,48264.58,26574.92,3551.95,6833.88,2885.67,89283.83,49437.41,46456.14,0.65,0.36,0.34,Prime Members,Electronics,Sales
